original_text,label,cleaned_text,label_num
"Your phone is giving you a hunchback. For every 30 mins of scrolling, do 5 chin tucks (pull head back like a turtle). Science says it reduces cervical strain by 40%.",scientific,phone giving hunchback every min scrolling chin tuck pull head back like turtle science say reduces cervical strain,0.0
"For GONORRHEA and recurrent URINARY TRACT INFECTION, boil the leaves of COTTON PLANT for 20mins and drink 100mls twice daily for 2weeks",pseudoscientific,gonorrhea recurrent urinary tract infection boil leaf cotton plant min drink ml twice daily week,2.0
"For Whitlow (infection of the tip of the finger), grind the leaves of Sida acuta (Udo in Igbo, Iyeye in yoruba, twita in twi) into a paste, add a bit of salt and apply on the affected finger twice daily….it takes 2 to 3 days to resolve",pseudoscientific,whitlow infection tip finger grind leaf sida acuta udo igbo iyeye yoruba twita twi paste add bit salt apply affected finger twice dailyit take day resolve,2.0
"When the COUGH resists every other treatments, harvest the Root of Turkey berry, wash well with salt water and chew twice daily… the cough stops within few days",pseudoscientific,cough resists every treatment harvest root turkey berry wash well salt water chew twice daily cough stop within day,2.0
"Muscle spasm? Heat pad (relaxes tissue). Acute injury? Ice (reduces swelling). Science tip: 20 mins on, 2 hrs off.",scientific,muscle spasm heat pad relaxes tissue acute injury ice reduces swelling science tip min hr,0.0
"Studies suggest that regular physical activity, such as 30 minutes of moderate exercise most days of the week, can improve cardiovascular health and reduce the risk of chronic diseases",scientific,study suggest regular physical activity minute moderate exercise day week improve cardiovascular health reduce risk chronic disease,0.0
"For Weight loss and belly fats, blend GINGER+ GARLIC with water, sieve it and add the liquid extract to LEMON JUICE and take 100ml twice daily….. To get the best out of this remedy, active EXERCISE is key",borderline,weight loss belly fat blend ginger garlic water sieve add liquid extract lemon juice take ml twice daily get best remedy active exercise key,1.0
"For TINEA CAPITIS and RING WORM, scratch the affected part with dry sponge, make a paste of the leave or roots of Cassia occidentalis( negro coffee, mmofraborodee in Twi, rere or yawan rai in yoruba) and apply on the affected part twice daily .. it disappears in a week",pseudoscientific,tinea capitis ring worm scratch affected part dry sponge make paste leave root cassia occidentalis negro coffee mmofraborodee twi rere yawan rai yoruba apply affected part twice daily disappears week,2.0
"Just 1 tablespoon a day of this mixture can help you reduce inflammation, relieve pain, and boost your immune system - naturally and effectively!",borderline,tablespoon day mixture help reduce inflammation relieve pain boost immune system naturally effectively,1.0
Soak in coconut oil for days / week and use extract on your skin and hair. You'll never age!,pseudoscientific,soak coconut oil day week use extract skin hair youll never age,2.0
"Struggling with hair fall, dandruff, or dull hair? Say hello to stronger, healthier locks with Ayurvedic home remedies like neem rinses & fenugreek masks! Nourish your scalp & reduce hair fall—naturally!",borderline,struggling hair fall dandruff dull hair say hello stronger healthier lock ayurvedic home remedy like neem rinse fenugreek mask nourish scalp reduce hair fallnaturally,1.0
"Say goodbye to eczema flare-ups with this simple home remedy! Potatoes reduce inflammation, while lemon soothes irritation—no harsh chemicals needed! Try it for 10 days & feel the difference. Your skin will thank you!",pseudoscientific,say goodbye eczema flareups simple home remedy potato reduce inflammation lemon soothes irritationno harsh chemical needed try day feel difference skin thank,2.0
"Lavender oil is your go-to for relaxation! It reduces stress, promotes better sleep, eases headaches, and works wonders as a massage oil. A few drops go a long way in calming your mind and body.",scientific,lavender oil goto relaxation reduces stress promotes better sleep eas headache work wonder massage oil drop go long way calming mind body,0.0
"Fasting is an effective and safe method of detoxifying the body. It helps the body heal itself, prevent degenerative diseases, reverse the ageing process and rebuilds the body's immune system.",borderline,fasting effective safe method detoxifying body help body heal prevent degenerative disease reverse ageing process rebuilds body immune system,1.0
"Garlic working perfectly for an asthmatic patient. Garlic is a bronchodilator that relaxes and widens the muscles of the airways into the lungs, which makes it easier to breathe.",borderline,garlic working perfectly asthmatic patient garlic bronchodilator relaxes widens muscle airway lung make easier breathe,1.0
"Women with family history of BREAST CANCER should include more cucumber in their diet. Cucumber contains chemopreventive nutrients which help reduce the risk of getting breast cancer. Add it to your salads, smoothies or eat them raw. Nature heals.",borderline,woman family history breast cancer include cucumber diet cucumber contains chemopreventive nutrient help reduce risk getting breast cancer add salad smoothy eat raw nature heals,1.0
"One of the most potent plants for SCIATICA PAINS is the Indian heliotrope (Yoruba: Agogo Igun, Twi: Akonfem atiko). Use a teaspoon of powdered leaves as tea each morning for two weeks. You will be relieved.",pseudoscientific,one potent plant sciatica pain indian heliotrope yoruba agogo igun twi akonfem atiko use teaspoon powdered leaf tea morning two week relieved,2.0
"When there is an asthmatic attack and there is no inhaler, get garlic and grind it into paste. Wrap the paste in a clean handkerchief. Let the victim inhale from the handkerchief. The asthmatic attack will seize immediately.",pseudoscientific,asthmatic attack inhaler get garlic grind paste wrap paste clean handkerchief let victim inhale handkerchief asthmatic attack seize immediately,2.0
"Rabies is a viral disease that spread from the saliva of an infected animal. In case you get bitten by a stray dog and you want to treat yourself of it, grind garlic and press juice into water. Drink the juice every morning and evening for two weeks.",pseudoscientific,rabies viral disease spread saliva infected animal case get bitten stray dog want treat grind garlic press juice water drink juice every morning evening two week,2.0
Taking two (2) tablespoons of dried pawpaw seeds with hot water for a day can make a man sterile for 90 days. The sterility reverses after the 90 days period.,pseudoscientific,taking two tablespoon dried pawpaw seed hot water day make man sterile day sterility revers day period,2.0
Diabetic wound healed and sealed successfully after using bitter leaves.,pseudoscientific,diabetic wound healed sealed successfully using bitter leaf,2.0
"For instant relief from hangover, Blend banana with honey and drink a cupful. The hangover will disappear.",pseudoscientific,instant relief hangover blend banana honey drink cupful hangover disappear,2.0
"Sheabutter is the best natural body cream that man can use. It heals Acne, Stretch marks, Razor bumps , and Wrinkles.",pseudoscientific,sheabutter best natural body cream man use heals acne stretch mark razor bump wrinkle,2.0
"For Stomach Ulcer, GERD, Acid reflux and abdominal pains; Get guava leaves. Boil it for 15-20 mins and drink a teacup twice daily. You can also chew five of the leaves for instant relieve. Nature heals.",pseudoscientific,stomach ulcer gerd acid reflux abdominal pain get guava leaf boil min drink teacup twice daily also chew five leaf instant relieve nature heals,2.0
Get cloves. Grind it a bit (optional) and boil with water for 15-20 mins. Allow the extract to cool. Sip and hold the extract at the place where you are feeling the pains for 3mins. You will be relieved from the pain. Nature heals.,pseudoscientific,get clove grind bit optional boil water min allow extract cool sip hold extract place feeling pain min relieved pain nature heals,2.0
"Battling with depression, sleeplessness and anxiety? Get powdered nutmeg. Scoop a teaspoon into a glass of hot water. Drink this preparation once daily. You will feel better. Nature heals.",borderline,battling depression sleeplessness anxiety get powdered nutmeg scoop teaspoon glass hot water drink preparation daily feel better nature heals,1.0
Coconut root is one of nature’s best viagra to use. It enables you to have an erection and maintain it for a long time. Just harvest the root and chew. Nature heals.,pseudoscientific,coconut root one nature best viagra use enables erection maintain long time harvest root chew nature heals,2.0
Don’t throw away coconut peels (husk); it treats kidney stones.,pseudoscientific,dont throw away coconut peel husk treat kidney stone,2.0
Drinking a teacup of boiled banana tree root and ginger twice daily treats premature ejaculation and erectile dysfunction.,pseudoscientific,drinking teacup boiled banana tree root ginger twice daily treat premature ejaculation erectile dysfunction,2.0
"Struggling with pimples? Discover natural remedies for clear, glowing skin! From cinnamon’s antibacterial magic to soothing green tea, try these easy DIY treatments for a blemish-free complexion.",borderline,struggling pimple discover natural remedy clear glowing skin cinnamon antibacterial magic soothing green tea try easy diy treatment blemishfree complexion,1.0
"Detoxing can help shed pounds and boost energy! A detox bath is a powerful tool for natural weight loss and well-being. Just 10 minutes a day can transform how you feel. Embrace a cleaner, healthier lifestyle!",pseudoscientific,detoxing help shed pound boost energy detox bath powerful tool natural weight loss wellbeing minute day transform feel embrace cleaner healthier lifestyle,2.0
Calendula works as a medicine on allergic skin.,borderline,calendula work medicine allergic skin,1.0
"Did you know Almond or Almond Milk can control Blood Sugar level? Almonds are rich with fat, protein, fiber and magnesium. It can lower blood sugar level and improve insulin function.",scientific,know almond almond milk control blood sugar level almond rich fat protein fiber magnesium lower blood sugar level improve insulin function,0.0
Hydroxychloroquine and Azithromycin are the answer. I am hearing story after story about this drug combo starting to cure CV19 within hours.... But what is worse is that there are even more stories about people being shut down for saying so.,pseudoscientific,hydroxychloroquine azithromycin answer hearing story story drug combo starting cure cv within hour worse even story people shut saying,2.0
"I still say it after 5 years. Covid is treatable with hydroxychloroquine and ivermectin. It’s also preventable with vitamins C, D, zinc and quercetin. Get it as Covivits and don’t be scared. Be prepared.",pseudoscientific,still say year covid treatable hydroxychloroquine ivermectin also preventable vitamin c zinc quercetin get covivits dont scared prepared,2.0
People should NOT wear masks while exercising,borderline,people wear mask exercising,1.0
"Eating sauerkraut can help with digestion by boosting acetylcholine in your body. This compound can improve bowel movements and increase digestive juices, helping you break down food better.",borderline,eating sauerkraut help digestion boosting acetylcholine body compound improve bowel movement increase digestive juice helping break food better,1.0
"Tincture helps cure diseases such as: glaucoma, cataract, tearfulness, nearsightedness, farsightedness.",pseudoscientific,tincture help cure disease glaucoma cataract tearfulness nearsightedness farsightedness,2.0
"Chamomile tea isn’t just a soothing bedtime ritual—it’s a natural remedy with powerful benefits, from calming your nerves to aiding digestion.",scientific,chamomile tea isnt soothing bedtime ritualits natural remedy powerful benefit calming nerve aiding digestion,0.0
Remedy for Fetal malposition: Get the plant I’ve shown you here. Prepare the fresh leaves into a sauce or stew for the mother. Let her eat with any food for a week. The baby will be properly positioned. Nature heals.,pseudoscientific,remedy fetal malposition get plant ive shown prepare fresh leaf sauce stew mother let eat food week baby properly positioned nature heals,2.0
"For SEVERE COUGH: Get about 10 pieces of bitter cola, grind into powder, mix with original honey. Take 1-2 tablespoonful thrice daily for 5 days. You will be okay. Nature heals.",pseudoscientific,severe cough get piece bitter cola grind powder mix original honey take tablespoonful thrice daily day okay nature heals,2.0
Pear (avocado) leaves treat High cholesterol.,borderline,pear avocado leaf treat high cholesterol,1.0
Avoiding processed foods and sugary snacks can significantly impact blood sugar control. Opt for whole foods instead.,scientific,avoiding processed food sugary snack significantly impact blood sugar control opt whole food instead,0.0
Drinking warm water with lemon in the morning can help regulate blood sugar levels and aid digestion. Incorporating cinnamon into your diet may improve insulin sensitivity and lower blood sugar levels naturally.,borderline,drinking warm water lemon morning help regulate blood sugar level aid digestion incorporating cinnamon diet may improve insulin sensitivity lower blood sugar level naturally,1.0
Drinking hibiscus tea can have a positive impact on blood pressure. Aim for a cup daily to reap its heart-healthy benefits.,scientific,drinking hibiscus tea positive impact blood pressure aim cup daily reap hearthealthy benefit,0.0
Cool down your sunburn with a gentle cold compress. Simply soak a clean cloth in cold water and apply it to the affected area for instant relief.,scientific,cool sunburn gentle cold compress simply soak clean cloth cold water apply affected area instant relief,0.0
Applying aloe vera gel directly to sunburned skin can help soothe irritation and promote healing. Opt for pure aloe or consider growing your own plant.,scientific,applying aloe vera gel directly sunburned skin help soothe irritation promote healing opt pure aloe consider growing plant,0.0
"Castor Oil is the most ignored natural remedy on Earth. It detoxes your liver, kills inflammation, and triggers rapid hair regrowth—yet no one talks about it.",pseudoscientific,castor oil ignored natural remedy earth detox liver kill inflammation trigger rapid hair regrowthyet one talk,2.0
Artichokes can help stimulate bile production and improve liver function. Consider adding them to your meals or enjoying them steamed.,borderline,artichoke help stimulate bile production improve liver function consider adding meal enjoying steamed,1.0
"Fasting for 72 hours is the best medicine on Earth. It triggers your body to 'eat up' tumors, inflammation, and toxins.",pseudoscientific,fasting hour best medicine earth trigger body eat tumor inflammation toxin,2.0
Add leafy greens like spinach and kale to your meals. Their high chlorophyll content helps the liver cleanse itself and improves overall health.,borderline,add leafy green like spinach kale meal high chlorophyll content help liver cleanse improves overall health,1.0
Guava leaves help improve eye sight and also helps improve the quality of your sleep. It’s also good for the prevention of prostate enlargement and has anti cancer properties.,pseudoscientific,guava leaf help improve eye sight also help improve quality sleep also good prevention prostate enlargement anti cancer property,2.0
"Taking regular breaks from screens can reduce eye strain. Follow the 20-20-20 rule: every 20 minutes, look at something 20 feet away for 20 seconds.",scientific,taking regular break screen reduce eye strain follow rule every minute look something foot away second,0.0
Bilberry extract is known for its potential benefits in improving night vision and overall eye health. Consider taking it as a supplement after consulting a healthcare professional.,borderline,bilberry extract known potential benefit improving night vision overall eye health consider taking supplement consulting healthcare professional,1.0
Dandelion root tea may help support kidney health and improve urine flow. Consider sipping on this herbal tea to aid in detoxification.,borderline,dandelion root tea may help support kidney health improve urine flow consider sipping herbal tea aid detoxification,1.0
"Muscle spasm? Grab a heat pad to help relax that tissue! For acute injuries, ice is your go-to to reduce swelling. Remember, 20 minutes on and 2 hours off makes all the difference. Take care of your body; it’s the only one you’ve got!",scientific,muscle spasm grab heat pad help relax tissue acute injury ice goto reduce swelling remember minute hour make difference take care body one youve got,0.0
"Just finished my brisk walk! It’s amazing how 30 minutes, 3-5 times a week can boost your heart health, strengthen your bones, and even help with endurance. Plus, it clears my mind. Anyone else feel like a whole new person after a good walk?",scientific,finished brisk walk amazing minute time week boost heart health strengthen bone even help endurance plus clear mind anyone else feel like whole new person good walk,0.0
"I've started taking vitamin C supplements daily, and I really believe it's helping my immune system. No colds so far this season! It’s amazing how a little boost can make a difference. Anyone else have experiences with it?",scientific,ive started taking vitamin c supplement daily really believe helping immune system cold far season amazing little boost make difference anyone else experience,0.0
"Who knew that fish could be so beneficial! Doctors recommend enjoying omega-3 rich seafood about two times a week. It's a small choice that can go a long way for your heart and brain health. More fish, healthier life! Can't argue with that logic.",scientific,knew fish could beneficial doctor recommend enjoying omega rich seafood two time week small choice go long way heart brain health fish healthier life cant argue logic,0.0
"Started drinking green tea daily and I've been noticing some differences. Not only is it relaxing, but it also revs up my metabolism and aids in weight loss. And guess what? Peer-reviewed research backs it up. Here's to health and wellness. Cheers!",borderline,started drinking green tea daily ive noticing difference relaxing also rev metabolism aid weight loss guess peerreviewed research back here health wellness cheer,1.0
"Did you know? Black pepper, especially its active compound piperine, increases the bioavailability of curcumin from turmeric by up to 2,000%? It also enhances the absorption of beta-carotene, a precursor to vitamin A. This effect is largely due to piperine's ability to block",scientific,know black pepper especially active compound piperine increase bioavailability curcumin turmeric also enhances absorption betacarotene precursor vitamin effect largely due piperine ability block,0.0
"Peppermint cools the skin, reduces redness, and supports hair growth by improving scalp health. Plus, it's refreshing and naturally cleansing!",borderline,peppermint cool skin reduces redness support hair growth improving scalp health plus refreshing naturally cleansing,1.0
"Peppermint has amazing healing properties and it really helps to lighten and enliven the energy, especially in the Heart and Throat chakras. As we are clearing and preparing for the next activations, peppermint tea and essential oil can really help with these heavy energies.",pseudoscientific,peppermint amazing healing property really help lighten enliven energy especially heart throat chakras clearing preparing next activation peppermint tea essential oil really help heavy energy,2.0
"For stress and anxiety, do daily grounding walks in nature barefoot (a.k.a. 'earthing') to reduce cortisol levels and enhance emotional balance.",borderline,stress anxiety daily grounding walk nature barefoot aka earthing reduce cortisol level enhance emotional balance,1.0
"For those pesky sleepless nights, give yoga a shot! Just a few gentle stretches before bed can really help chill you out. Also, try sipping on some warm milk or herbal tea—like chamomile—right before you hit the sack. It’s like a cozy hug for your insides! Sweet dreams!",scientific,pesky sleepless night give yoga shot gentle stretch bed really help chill also try sipping warm milk herbal tealike chamomileright hit sack like cozy hug inside sweet dream,0.0
"From an herbal perspective, one of the most revered plants for the heart is hawthorn. You can take it as a tea, tincture, or even in capsule form. Hawthorn berries, leaves, and flowers are rich in flavonoids that help strengthen the heart muscle, improve circulation, and regulate blood pressure. Think of it as nature’s gentle cardiologist — long used in European folk medicine.",borderline,herbal perspective one revered plant heart hawthorn take tea tincture even capsule form hawthorn berry leaf flower rich flavonoid help strengthen heart muscle improve circulation regulate blood pressure think nature gentle cardiologist long used european folk medicine,1.0
"Regular rhythmic movement like Afrobeat dancing, traditional circle dances, or even spontaneous solo dancing in your living room can reduce stress, improve circulation, and flood your body with feel-good endorphins.",scientific,regular rhythmic movement like afrobeat dancing traditional circle dance even spontaneous solo dancing living room reduce stress improve circulation flood body feelgood endorphin,0.0
Great for soothing digestive issues and relieving headaches. Just steep some fresh mint leaves or a tea bag in hot water for a soothing drink,scientific,great soothing digestive issue relieving headache steep fresh mint leaf tea bag hot water soothing drink,0.0
Fantastic for nausea and upset stomach. You can make ginger tea by boiling fresh ginger slices in water or simply chew on a small piece of ginger root,scientific,fantastic nausea upset stomach make ginger tea boiling fresh ginger slice water simply chew small piece ginger root,0.0
"Known for its anti-inflammatory properties. You can add it to your meals, or mix it in warm milk to make a soothing turmeric latte (also called 'golden milk')",scientific,known antiinflammatory property add meal mix warm milk make soothing turmeric latte also called golden milk,0.0
"A tablespoon of apple cider vinegar diluted in water before meals might help with blood sugar control and digestion, especially if youâ€™re eating a high-carb meal. The science is still mixed, but itâ€™s a popular hackâ€”and surprisingly easy to add to your routine._x000D_",borderline,tablespoon apple cider vinegar diluted water meal might help blood sugar control digestion especially youre eating highcarb meal science still mixed popular hackand surprisingly easy add routinexd,1.0
"Some small studies suggest that the scent of rosemary essential oil may improve memory and cognitive performance. I keep a tiny roller bottle on my desk and use it before mentally demanding tasksâ€”whether itâ€™s placebo or not, it works for me!",borderline,small study suggest scent rosemary essential oil may improve memory cognitive performance keep tiny roller bottle desk use mentally demanding taskswhether placebo work,1.0
"Brew some chamomile tea, let it cool, and then soak a clean cloth in it. Apply the compress to your burned toes for its soothing properties",borderline,brew chamomile tea let cool soak clean cloth apply compress burned toe soothing property,1.0
"Drink hawthorn tea daily to nourish your heart, regulate blood pressure & ease emotional tension. Nature’s gentle cardiologist in a cup.",borderline,drink hawthorn tea daily nourish heart regulate blood pressure ease emotional tension nature gentle cardiologist cup,1.0
"Take a spoonful of hawthorn + rose + lemon balm syrup daily. It calms the heart, soothes anxiety, and boosts circulation. Sweet, floral medicine that actually works.",borderline,take spoonful hawthorn rose lemon balm syrup daily calm heart soothes anxiety boost circulation sweet floral medicine actually work,1.0
"Daily consumption of vitamin C supplements boosts immunity and prevents colds, supported by clinical studies.",scientific,daily consumption vitamin c supplement boost immunity prevents cold supported clinical study,0.0
"Regular exercise, such as 150 minutes of moderate aerobic activity per week, improves cardiovascular health.",scientific,regular exercise minute moderate aerobic activity per week improves cardiovascular health,0.0
"Drinking green tea daily accelerates metabolism and aids in weight loss, per peer-reviewed research.",scientific,drinking green tea daily accelerates metabolism aid weight loss per peerreviewed research,0.0
"Applying lavender essential oil to the skin can reduce acne, as shown in small-scale studies.",scientific,applying lavender essential oil skin reduce acne shown smallscale study,0.0
"Consuming a Mediterranean diet reduces the risk of heart disease, backed by large cohort studies.",scientific,consuming mediterranean diet reduces risk heart disease backed large cohort study,0.0
Crystals placed on the body can balance energy fields and promote healing.,pseudoscientific,crystal placed body balance energy field promote healing,2.0
Drinking colloidal silver cures bacterial infections and boosts immunity.,pseudoscientific,drinking colloidal silver cure bacterial infection boost immunity,2.0
"Homeopathic remedies, diluted to 30C, can treat chronic illnesses.",pseudoscientific,homeopathic remedy diluted c treat chronic illness,2.0
Aligning chakras through meditation cures physical ailments.,pseudoscientific,aligning chakras meditation cure physical ailment,2.0
"Consuming raw garlic daily prevents cancer due to its allicin content, though evidence is inconclusive.",borderline,consuming raw garlic daily prevents cancer due allicin content though evidence inconclusive,1.0
"Intermittent fasting improves insulin sensitivity, with mixed study results.",borderline,intermittent fasting improves insulin sensitivity mixed study result,1.0
"High-dose vitamin D supplements prevent autoimmune diseases, but data is limited.",borderline,highdose vitamin supplement prevent autoimmune disease data limited,1.0
"Apple cider vinegar detoxifies the liver and aids digestion, with minimal evidence.",borderline,apple cider vinegar detoxifies liver aid digestion minimal evidence,1.0
"Avoiding gluten improves gut health in non-celiac individuals, though studies are inconsistent.",borderline,avoiding gluten improves gut health nonceliac individual though study inconsistent,1.0
Drinking alkaline water neutralizes body acidity and prevents disease.,pseudoscientific,drinking alkaline water neutralizes body acidity prevents disease,2.0
You should get at least 150 minutes of moderate aerobic exercise each week to maintain heart health.,scientific,get least minute moderate aerobic exercise week maintain heart health,0.0
"Known for its pain-relieving properties, willow bark can be taken as a tea or supplement. It contains salicin, which is similar to aspirin, and can help with pain relief.",scientific,known painrelieving property willow bark taken tea supplement contains salicin similar aspirin help pain relief,0.0
This herb has soothing properties and can be used to make a poultice. Mix marshmallow root powder with water to create a paste and apply it to the burn to help with healing.,borderline,herb soothing property used make poultice mix marshmallow root powder water create paste apply burn help healing,1.0
"Lemon juice contains natural citric acid that may gradually lighten pigmentation. Apply fresh lemon juice to the spots using a cotton ball, leave on for 15 minutes, then rinse off. Use this once daily and avoid direct sun exposure afterward to prevent photosensitivity.",borderline,lemon juice contains natural citric acid may gradually lighten pigmentation apply fresh lemon juice spot using cotton ball leave minute rinse use daily avoid direct sun exposure afterward prevent photosensitivity,1.0
Aloe vera promotes skin regeneration and soothes irritation. Apply fresh gel from the plant to the affected areas and leave on for 30 minutes before rinsing. Daily use may improve skin tone and texture.,scientific,aloe vera promotes skin regeneration soothes irritation apply fresh gel plant affected area leave minute rinsing daily use may improve skin tone texture,0.0
"Turmeric contains curcumin, a natural skin-brightening agent. Mix 1 teaspoon of turmeric powder with a few drops of milk or honey to form a paste. Apply to spots, leave for 15 minutes, and rinse. Use 2–3 times a week.",borderline,turmeric contains curcumin natural skinbrightening agent mix teaspoon turmeric powder drop milk honey form paste apply spot leave minute rinse use time week,1.0
Green tea has antioxidant properties that may reduce pigmentation. Rub a cooled green tea bag directly on the spots or apply chilled brewed green tea with a cotton ball.,borderline,green tea antioxidant property may reduce pigmentation rub cooled green tea bag directly spot apply chilled brewed green tea cotton ball,1.0
Buttermilk contains lactic acid that gently exfoliates and lightens skin. Dab it on the spots with a cotton ball and rinse after 10–15 minutes. Repeat daily.,borderline,buttermilk contains lactic acid gently exfoliates lightens skin dab spot cotton ball rinse minute repeat daily,1.0
Try drinking lemon water every morning to detox your liver and boost metabolism.,pseudoscientific,try drinking lemon water every morning detox liver boost metabolism,2.0
Doctors advise eating fish rich in omega-3 fatty acids twice a week for brain and heart health.,scientific,doctor advise eating fish rich omega fatty acid twice week brain heart health,0.0
Consider taking herbal supplements like echinacea to prevent colds and flu.,borderline,consider taking herbal supplement like echinacea prevent cold flu,1.0
You should align your diet with your blood type to achieve optimal health.,pseudoscientific,align diet blood type achieve optimal health,2.0
For canker sores in your mouth:Mix baking soda and salt in water (about 4 ounces). The water should be pretty salty and be generous with the amount of baking soda you use. Gargle and spit out after about 30 seconds and repeat a few times. Do it a few times a day and they'll disappear right quick.,borderline,canker sore mouthmix baking soda salt water ounce water pretty salty generous amount baking soda use gargle spit second repeat time time day theyll disappear right quick,1.0
Experts recommend wearing sunscreen daily to reduce the risk of skin cancer.,scientific,expert recommend wearing sunscreen daily reduce risk skin cancer,0.0
You should avoid vaccines and rely on natural immunity instead.,pseudoscientific,avoid vaccine rely natural immunity instead,2.0
"To support gut health, consider including fermented foods like yogurt and kimchi in your diet.",scientific,support gut health consider including fermented food like yogurt kimchi diet,0.0
Practitioners suggest using copper bracelets to reduce joint pain and inflammation.,pseudoscientific,practitioner suggest using copper bracelet reduce joint pain inflammation,2.0
The milky sap from dandelion stems has been traditionally used to fade spots. Rub the sap directly onto the skin two to three times per day.,borderline,milky sap dandelion stem traditionally used fade spot rub sap directly onto skin two three time per day,1.0
"Khellin, a compound in the Khella plant, is used in phototherapy for vitiligo. It may help stimulate pigmentation when combined with controlled UV exposure. Only use under medical guidance, as incorrect use can cause side effects.",scientific,khellin compound khella plant used phototherapy vitiligo may help stimulate pigmentation combined controlled uv exposure use medical guidance incorrect use cause side effect,0.0
"Vitamin B12 and folic acid may support skin pigmentation and overall skin health. These vitamins are also known to reduce stress and support nervous system function. B-complex supplements can be taken daily, ideally with food.",scientific,vitamin b folic acid may support skin pigmentation overall skin health vitamin also known reduce stress support nervous system function bcomplex supplement taken daily ideally food,0.0
Sunblock is essential for those with vitiligo. Affected areas lack melanin and are more vulnerable to sunburn. Use a broad-spectrum SPF 30 or higher and wear protective clothing to reduce damage and contrast between depigmented and normal skin.,scientific,sunblock essential vitiligo affected area lack melanin vulnerable sunburn use broadspectrum spf higher wear protective clothing reduce damage contrast depigmented normal skin,0.0
"Some researchers suggest a link between gut health and autoimmune skin disorders. Adding probiotics to your routine through yogurt, kefir, or supplements may support immune regulation and skin balance.",borderline,researcher suggest link gut health autoimmune skin disorder adding probiotic routine yogurt kefir supplement may support immune regulation skin balance,1.0
Use neem twigs as tooth paste. Powder the dried mint (pudina) leaves. Use as toothpowder.,pseudoscientific,use neem twig tooth paste powder dried mint pudina leaf use toothpowder,2.0
Healthcare professionals recommend regular screening tests to detect diseases early.,scientific,healthcare professional recommend regular screening test detect disease early,0.0
Some naturopaths recommend coffee enemas to detoxify your system.,pseudoscientific,naturopath recommend coffee enema detoxify system,2.0
Try using aromatherapy for improving focus and relieving headaches.,borderline,try using aromatherapy improving focus relieving headache,1.0
"Witch Hazel! Put it on your skin if it's irritated by almost anything. It's helped me with acne, alleviating poison ivy itch, even making bruises fade faster",borderline,witch hazel put skin irritated almost anything helped acne alleviating poison ivy itch even making bruise fade faster,1.0
"For quick relief of a headache or migraine. Put your feet and hands in hot/warm water and put a bag of frozen peas on the back of your neck. The heat from your extremities pulls the blood from your head, relieving some/all of your headache.",borderline,quick relief headache migraine put foot hand hotwarm water put bag frozen pea back neck heat extremity pull blood head relieving someall headache,1.0
"To ease joint pain, especially in the knees or hands, keep moving with low-impact exercises like swimming, biking, or yoga. Weight loss, even just 5â€“10% of your body weight, can reduce stress on joints dramatically. Anti-inflammatory foods (like omega-3s) and turmeric (with black pepper) have shown benefits â€” talk to your doctor first.",scientific,ease joint pain especially knee hand keep moving lowimpact exercise like swimming biking yoga weight loss even body weight reduce stress joint dramatically antiinflammatory food like omega turmeric black pepper shown benefit talk doctor first,0.0
"Savoring a glass of red wine isn't just a delight to the senses, it's a toast to longevity! That deep ruby hue hides resveratrol, a stellar antioxidant. Kicked back free radicals and inflammation are bonuses. Who knew resisting aging could be so decadent and delicious?",borderline,savoring glass red wine isnt delight sens toast longevity deep ruby hue hide resveratrol stellar antioxidant kicked back free radical inflammation bonus knew resisting aging could decadent delicious,1.0
"A tip I've learned over time: When dealing with bouts of vomiting, sometimes the best thing you can do is let your stomach rest. It's surprised me how this simple method has often provided relief. Stay hydrated, folks!",scientific,tip ive learned time dealing bout vomiting sometimes best thing let stomach rest surprised simple method often provided relief stay hydrated folk,0.0
Just found out cryotherapy can freeze off a wart. It's fascinating how OTC freeze kits can actually mimic this professional process. Who'd have thought freezing could be so effective?,scientific,found cryotherapy freeze wart fascinating otc freeze kit actually mimic professional process whod thought freezing could effective,0.0
"Red wine contains resveratrol, a powerful antioxidant that fights free radicals and inflammation, key contributors to aging.",scientific,red wine contains resveratrol powerful antioxidant fight free radical inflammation key contributor aging,0.0
The best known home remedy for vomiting is good old ginger ale.,pseudoscientific,best known home remedy vomiting good old ginger ale,2.0
One way to help stop vomiting and keep it from coming back is to let the stomach rest.,scientific,one way help stop vomiting keep coming back let stomach rest,0.0
One of the simplest natural cures for vomiting is saltine crackers.,borderline,one simplest natural cure vomiting saltine cracker,1.0
The hot spoon to stop mosquito bites from itching. I was pleasantly surprised the first time I tried it.,borderline,hot spoon stop mosquito bite itching pleasantly surprised first time tried,1.0
A spoonful of honey will bring back your voice if you have laryngitis,borderline,spoonful honey bring back voice laryngitis,1.0
"Having trouble sleeping while you have a cold because of a dry cough? Sleep slightly propped up on pillows, it will keep the post-nasal drip from pooling and tickling your throat.",scientific,trouble sleeping cold dry cough sleep slightly propped pillow keep postnasal drip pooling tickling throat,0.0
Boiled ginger or ginger tea with honey is a very good for a low-level nausea. Also try eating a little bit of dry toast or a cracker.,scientific,boiled ginger ginger tea honey good lowlevel nausea also try eating little bit dry toast cracker,0.0
